case,condition,box_iou_H0,abs_delta_dice
1279,H2,0.889922480620155,0.05325212766769005
128,H2,0.9464285714285714,0.00686361771126931
1280,H2,0.0,0.8217479854777295
1281,H2,0.9777777777777776,0.0008607073137261168
1282,H2,0.9666666666666668,0.004683646823510412
1283,H2,0.8918518518518519,0.0069934937961444454
1293,H2,0.9302325581395348,0.007789926535032299
13,H2,0.98,7.805509425917734e-06
1309,H2,0.9333333333333332,0.000643131501845251
131,H2,0.9782608695652174,0.0
1326,H2,1.0,0.0
1331,H2,0.9767441860465116,0.004296608965561333
1333,H2,0.96875,0.0010580154693600186
1334,H2,1.0,0.0
1341,H2,0.9565217391304348,0.0004965515514889773
1345,H2,0.9772727272727272,0.00047011275689556875
1346,H2,0.8843537414965986,0.023330079122972136
1353,H2,0.9328512396694216,0.0014627209948987474
1355,H2,1.0,0.0
1361,H2,0.8174418604651162,0.014126993171577285
1364,H2,1.0,0.0
1365,H2,0.848989898989899,0.0041355234150788345
1367,H2,0.9722222222222222,0.0
1368,H2,0.84,0.009559829373784745
1370,H2,1.0,0.0
1371,H2,1.0,0.0
1372,H2,1.0,0.0
1373,H2,0.96875,0.001344586980587592
1378,H2,1.0,0.0
138,H2,1.0,0.0
1380,H2,0.8922610015174507,0.011737587948147055
1381,H2,0.9555555555555556,0.01967772622217534
1384,H2,0.9375,0.06323455738716455
1387,H2,1.0,0.0
1388,H2,0.9444444444444444,0.0010640881294567972
1397,H2,0.8833580980683506,0.017792281196234216
1398,H2,0.9772727272727272,0.001852098777579303
1399,H2,1.0,0.0
1401,H2,0.0,0.8444546709618039
1402,H2,0.9171195652173914,0.008811249357202733
1406,H2,0.96875,0.13681588857829735
1407,H2,0.939149560117302,0.0006663468201929534
1410,H2,0.2709662716499544,0.7229336437718277
1411,H2,0.9285714285714286,0.009227260310993413
1425,H2,0.9549689440993788,0.0008765653333588919
1426,H2,1.0,0.0
1435,H2,1.0,0.0
1436,H2,0.9803921568627452,9.649930461563816e-05
1437,H2,1.0,0.0
1442,H2,0.7714508580343213,0.09826762223881513
1457,H2,0.9047619047619048,0.004926539238733207
1458,H2,0.9182608695652174,0.028726541905853664
1459,H2,0.952921157118548,0.01542624414193261
1461,H2,0.9127450980392156,0.12254276431003414
1464,H2,0.8939692550256209,0.019908595350401903
1465,H2,1.0,0.0
1466,H2,0.9144411473788328,0.12692955483516577
1472,H2,0.9172473867595818,0.02654753339796101
1477,H2,0.8809917355371901,0.0006546258596782373
1480,H2,0.8584169453734671,0.003183576377271624
1481,H2,0.7481751824817519,0.2975156236415116
1482,H2,1.0,0.0
1483,H2,1.0,0.0
1484,H2,0.9666666666666668,0.019631289425057763
1485,H2,1.0,0.0
1488,H2,0.751219512195122,0.11611860804509266
1490,H2,0.8724637681159421,0.026489195071840776
1491,H2,0.9142857142857144,0.007688791125697592
1492,H2,0.9666666666666668,0.011493424823197318
1493,H2,0.9655172413793104,0.0017744145938763944
1495,H2,1.0,0.0
1496,H2,0.9666666666666668,0.011109994504871823
1497,H2,0.9827586206896552,0.0003018275035143736
1498,H2,0.8837209302325582,0.01428064465952128
150,H2,0.7032967032967034,0.3059174967542032
1509,H2,0.8988476312419974,0.0065000124366656475
1519,H2,0.9197860962566844,0.002528186818216982
152,H2,0.9555555555555556,0.00039010790257720807
1529,H2,0.9777777777777776,0.0062089398347285885
1533,H2,0.8857808857808858,0.005567812545155815
1534,H2,1.0,0.0
1535,H2,0.809469480889903,0.04047190208256468
1536,H2,0.8717948717948718,0.009610775494123036
1545,H2,0.3328042328042328,0.27771271811698983
1546,H2,0.9576957695769576,0.06462866707715864
1547,H2,0.9787234042553192,0.005675693345314148
1548,H2,0.9333333333333332,0.003088304169329925
1551,H2,0.901466275659824,0.20816859021283107
1552,H2,0.9722222222222222,0.0017256905854449167
1555,H2,0.9601873536299764,0.002123813593488233
1559,H2,0.9772727272727272,0.010342101241006207
156,H2,0.5905451185709886,0.0029424313798204205
1560,H2,0.8417329796640142,0.003623356244100817
1563,H2,1.0,0.0
1564,H2,0.9714285714285714,0.028690162762413207
1574,H2,0.972972972972973,0.00021989502390240556
1575,H2,1.0,0.0
1577,H2,1.0,0.0
1579,H2,1.0,0.0
1583,H2,0.0,0.749110115971983
1585,H2,0.9782608695652174,0.0013540210633462557
1587,H2,0.9215425531914894,0.0015076067986411479
1588,H2,0.7205882352941176,9.391091747046332e-05
1590,H2,0.9195402298850576,0.02070454136648081
1591,H2,0.9767441860465116,0.0007919995205191155
1596,H2,0.9302325581395348,0.0005137902956191542
16,H2,1.0,0.0
1600,H2,0.9534883720930232,0.10362755176375626
1601,H2,0.8461538461538461,0.08457423408872489
1619,H2,0.9772727272727272,0.0003604591486808806
1628,H2,1.0,0.0
1629,H2,0.3871817383669886,0.19651678219430047
1630,H2,0.8853644963828603,0.002784759537665993
1644,H2,0.9761904761904762,0.0005377688540787462
1645,H2,1.0,0.0
1646,H2,0.8731182795698925,0.0678656468444464
1647,H2,1.0,0.0
1648,H2,0.8362369337979094,0.0009695333513488613
1656,H2,1.0,0.0
1657,H2,0.9011494252873564,0.041995094721005155
1665,H2,0.96875,0.01588618485742377
1666,H2,1.0,0.0
167,H2,0.9767441860465116,0.00020498929423540257
1678,H2,0.8635394456289979,0.0006206432155539954
1684,H2,1.0,0.0
1685,H2,0.4851727982162764,0.21872368869264536
1686,H2,0.9275265957446808,0.00013808793439640255
1689,H2,0.9550561797752808,0.0
169,H2,0.95,0.00019326295389199277
1696,H2,0.9696969696969696,0.0004178326312102021
1706,H2,1.0,0.0
1715,H2,1.0,0.0
1716,H2,0.875669244497323,0.1409382286039702
1718,H2,0.9830508474576272,0.00045516613563945096
1727,H2,0.953125,0.0012328673106216659
1728,H2,0.9838709677419356,0.0013554186115750655
1729,H2,0.7954545454545454,0.07804389250151067
1730,H2,0.9824561403508772,7.357608000146953e-05
1734,H2,1.0,0.0
1735,H2,0.9782608695652174,0.00011274660945137516
1736,H2,0.8974358974358975,0.04200362776172906
174,H2,0.9821428571428572,9.732587607280685e-05
1740,H2,0.9655172413793104,0.0002076225456666414
1744,H2,0.9411764705882352,0.052831013477903865
1746,H2,0.8648648648648649,0.02460514512631773
1752,H2,1.0,0.0
1769,H2,0.7743271221532091,0.0019066835253499503
1771,H2,1.0,0.0
1773,H2,0.8969072164948454,0.0019148615268752556
1774,H2,0.8961593172119487,0.009118281089687152
1776,H2,0.9672131147540984,1.7218803677000651e-06
1789,H2,1.0,0.0
1796,H2,0.9629629629629628,0.0005614823133071045
1798,H2,0.6888888888888889,0.008359697294212487
1807,H2,0.9555555555555556,0.013376503766925452
1816,H2,1.0,0.0
1824,H2,0.9772727272727272,8.764775529845892e-05
1825,H2,1.0,0.0
1826,H2,0.9791666666666666,0.0005920266323118373
1827,H2,0.6122685185185185,0.08073677723343664
1829,H2,0.9327603640040444,1.6230970692143742e-05
183,H2,0.8888888888888888,0.000665730576291601
1834,H2,0.8634510869565217,0.001554987140780617
1835,H2,1.0,0.0
1843,H2,1.0,0.0
1847,H2,0.7840290381125227,0.026606931929377575
1852,H2,1.0,0.0
1853,H2,0.8828596037898363,0.0
1858,H2,0.9358874120406568,0.02370696933321459
1863,H2,0.9192006950477846,0.017384374955648818
1869,H2,1.0,0.0
1879,H2,1.0,0.0
1880,H2,1.0,0.0
1882,H2,0.9285714285714286,0.0044030283040454865
1886,H2,1.0,0.0
1890,H2,0.9240812379110253,0.03159081525641971
1894,H2,0.775,0.472889329041842
1900,H2,0.8931750741839762,0.021529886819977695
1901,H2,1.0,0.0
1902,H2,0.9772727272727272,0.000963576569993907
1910,H2,0.9166666666666666,0.001858361599342051
1911,H2,1.0,0.0
1917,H2,0.8444444444444444,0.0014219584043944078
1933,H2,0.7376215738284704,0.22223317410385457
1941,H2,0.8653846153846154,0.02475642469577166
1949,H2,0.979591836734694,7.745863402774944e-05
1950,H2,0.9333333333333332,0.0002531645569621155
1951,H2,0.9333333333333332,0.0001266697014615792
1955,H2,0.9353448275862069,0.03288543140028288
1957,H2,1.0,0.0
1978,H2,0.984375,0.0019591106103376
198,H2,0.9444444444444444,0.00034666417463236066
1981,H2,0.8055555555555556,0.005106743455364993
1984,H2,1.0,0.0
1986,H2,0.96875,0.0012030566554300792
1988,H2,1.0,0.0
2002,H2,1.0,0.0
2003,H2,0.5227272727272727,0.06883621433550535
2006,H2,0.8922033898305085,0.007274424694657555
2007,H2,0.9583333333333334,0.005010308100367844
2008,H2,0.9437737150741636,0.01127326768945558
2009,H2,0.9332980412916888,0.028525074666017836
2014,H2,0.8971704623878537,0.018582077130902874
2026,H2,1.0,0.0
2029,H2,0.908203125,0.047595290030431725
2031,H2,0.8863636363636364,0.03131942425836942
2039,H2,0.9803921568627452,2.078830709484336e-05
2055,H2,0.9787234042553192,0.01529266041982491
2062,H2,1.0,0.0
2064,H2,0.96875,0.0009192430374649341
2065,H2,1.0,0.0
2066,H2,0.95,0.0016538940946251302
2075,H2,0.8043478260869565,0.017070772581634808
2076,H2,0.3444022770398482,0.4476074140952785
2082,H2,0.9777777777777776,0.02211137589389356
2108,H2,0.9821428571428572,0.002652026647644523
211,H2,0.968220890856994,0.0218552308221458
2110,H2,0.975609756097561,0.0004176423279218522
2118,H2,1.0,0.0
2127,H2,0.95,0.08311096899395759
2136,H2,0.9627329192546584,0.0008303024827474581
2137,H2,0.9375,0.011366065385184365
2148,H2,1.0,0.0
217,H2,0.9838709677419356,0.0012731762253379575
2170,H2,0.8770161290322581,0.002541869555725773
2176,H2,0.9333333333333332,0.03705894200747406
2178,H2,0.9375,0.0005980529817506408
2182,H2,1.0,0.0
2188,H2,0.9777777777777776,9.138597060676101e-05
2208,H2,0.9452054794520548,0.02764192441088964
2211,H2,0.9183673469387756,0.03790149541854537
2213,H2,0.0,0.0006743615690472003
2214,H2,1.0,0.0
2221,H2,0.927478376580173,0.006822668750251837
2226,H2,0.9534883720930232,0.0004750757159182051
2227,H2,0.8456659619450317,0.025337200309883512
223,H2,0.6754518072289156,0.002320266682999006
2237,H2,0.9696969696969696,0.0170970359410052
2241,H2,0.9406575781876504,0.01140058024354651
2244,H2,0.9088669950738916,0.05470087579893412
2245,H2,0.9666666666666668,0.005111378546054146
2246,H2,1.0,0.0
2248,H2,0.9307862679955704,0.001359213973058604
2259,H2,0.9289902280130292,0.00039523320557166564
2272,H2,0.8703703703703703,0.048923294961672914
2277,H2,0.9782608695652174,0.001415173958214333
2278,H2,1.0,0.0
228,H2,0.5454545454545454,0.027570934862111596
2293,H2,0.9245283018867924,0.019930096669263597
2326,H2,0.8630952380952381,0.07281015982178418
233,H2,0.9464090411957712,7.204404217542315e-05
234,H2,0.8790737564322469,0.005581096030229604
2344,H2,0.6170886075949367,0.0775359555880657
2353,H2,0.9772727272727272,0.0030427210369244895
2364,H2,0.9172413793103448,0.00120502182814064
238,H2,0.9782608695652174,0.013461043181790311
2384,H2,1.0,0.0
2386,H2,1.0,0.0
2388,H2,0.9206349206349206,0.00885694239642576
2389,H2,0.3735177865612648,0.21759521537356163
2392,H2,1.0,0.0
2395,H2,0.8375350140056023,0.024775163151290802
2399,H2,0.9098039215686274,0.04348087748296514
2400,H2,0.910524241229799,0.014410511959151107
2401,H2,0.9343715239154616,0.057571015342958776
2406,H2,0.9465277777777776,0.00020433877699133074
2423,H2,0.9192006950477846,0.05083691819992331
2424,H2,0.9591836734693876,0.011781101014811002
2430,H2,0.8521739130434782,0.005043849178639315
2442,H2,0.9531772575250836,0.0031494567781515936
2459,H2,0.9211030256606664,0.011534843803086114
246,H2,1.0,0.0
2472,H2,0.8842224744608399,0.0008104929926787685
2474,H2,0.7405555555555555,0.01270106868248777
2486,H2,0.9139676113360324,0.005848272545518229
2489,H2,0.7792207792207793,0.026322071128301983
25,H2,0.9791666666666666,0.0008831640281518061
2503,H2,0.975,0.03596358381436082
2504,H2,0.6653225806451613,0.05205011727950204
2511,H2,0.8637037037037038,0.12692955276364448
2520,H2,0.9382716049382716,0.005072497484519434
2522,H2,0.9777777777777776,3.443332325481219e-05
2523,H2,0.9089989888776542,0.00044855359017159646
2532,H2,0.6807272727272727,0.17243908115255968
2533,H2,0.935897435897436,0.009541954541367859
2537,H2,0.905823148813803,0.10332879984981869
2542,H2,0.9610983981693364,3.392324063355989e-05
2545,H2,0.9444444444444444,0.0007343112659212725
2555,H2,0.0045191357152944,0.129652574713783
2556,H2,0.907520325203252,0.005510433436013096
2557,H2,0.9579606440071556,0.001193532559930599
256,H2,0.9473684210526316,3.052734389241696e-05
2565,H2,0.9761904761904762,0.0031917603147585405
2575,H2,0.9833333333333332,0.002431432232788744
2577,H2,0.9120992761116856,0.015553653998050199
2581,H2,0.9510086455331412,0.027162688171505578
2582,H2,0.98,0.007426803652315628
2589,H2,0.9534883720930232,0.191479369681625
2590,H2,1.0,0.0
2591,H2,0.9629629629629628,0.04951877240298608
2592,H2,1.0,0.0
2593,H2,0.9544468546637744,0.0027577430614091902
2594,H2,0.8321325648414986,0.01118982282342329
2602,H2,1.0,0.0
2605,H2,0.9310344827586208,0.0033567798581417008
2608,H2,1.0,0.0
2609,H2,0.5479082321187584,0.515034929055715
262,H2,0.944313725490196,0.0003309286789942023
2623,H2,1.0,0.0
263,H2,0.8908432488360062,0.0018204930589887924
2656,H2,0.8730964467005076,0.03378740602305219
2660,H2,1.0,0.0
2680,H2,1.0,0.0
2685,H2,0.9117647058823528,0.00038859936793744776
2701,H2,0.9491525423728814,0.0003155183251235538
2703,H2,0.9534883720930232,0.00047284276028680683
2705,H2,0.9302325581395348,0.00858049803891714
2706,H2,0.9565217391304348,0.0019219708664689472
2716,H2,0.9071911493546404,0.03872825204457164
2720,H2,0.8511371467953136,0.0009776351061177024
2721,H2,0.9337606837606838,0.0177849183614619
2723,H2,1.0,0.0
2740,H2,1.0,0.0
2752,H2,0.9344444444444444,0.04550311598241774
2754,H2,0.8939068100358423,0.2623371480871983
2766,H2,0.9777777777777776,0.009768004559273846
2768,H2,0.9261802575107296,0.0025011252549971275
2771,H2,1.0,0.0
2781,H2,0.9550387596899224,0.01891074945335325
2782,H2,0.9772727272727272,0.0003238519748089974
2784,H2,0.9519230769230768,0.2244215221633677
2787,H2,0.9807692307692308,0.009258251932282802
2794,H2,1.0,0.0
28,H2,1.0,0.0
2801,H2,0.917094017094017,0.0016778811621861456
2807,H2,0.9531163816878102,0.0006607704734381548
2810,H2,1.0,0.0
2816,H2,0.8035714285714286,0.0
2825,H2,0.9666666666666668,0.0
2827,H2,1.0,0.0
2835,H2,0.5878378378378378,0.09035938691274292
284,H2,1.0,0.0
2846,H2,0.96875,0.0009640077389178048
2866,H2,0.9121367521367522,0.0060335114426141034
2871,H2,0.9777777777777776,0.001285184967904418
2875,H2,0.8379310344827586,0.001815898777299707
2877,H2,0.956772334293948,0.003401661524784161
2878,H2,0.936613055818354,8.156149748339558e-05
2882,H2,0.7989130434782609,0.11000809129209554
2883,H2,0.979591836734694,0.0007014873769154439
2884,H2,0.907258064516129,0.0031163844680449637
2885,H2,0.4799612152553329,0.3372489431895373
2886,H2,0.893037336024218,0.04282504278417465
2891,H2,0.9290322580645162,0.0007352008941907684
2895,H2,1.0,0.0
2897,H2,0.8974008207934336,0.0006222184463510194
2898,H2,0.9565217391304348,0.0007139145052579288
2910,H2,0.5559515324305061,0.0
2912,H2,0.2304025423728813,0.19391856271281804
2916,H2,1.0,0.0
2920,H2,0.9827586206896552,0.0028067435574762323
2924,H2,0.9357277882797732,0.026577650521048657
2927,H2,0.8756281407035176,0.025420637605439667
2933,H2,0.975609756097561,0.00705692113814127
2940,H2,0.8976063829787234,0.0050749333138842
2941,H2,0.9757638072855463,0.0005160611144948701
2943,H2,0.9183673469387756,0.00410342682958198
2947,H2,0.9743589743589745,0.009382501800105358
2951,H2,0.967741935483871,0.011914824783134992
2955,H2,0.8918918918918919,0.003919586229124028
2957,H2,0.9337779895188184,0.02108467583728102
2958,H2,0.9578995020371208,0.0018670707287793409
2959,H2,1.0,0.0
296,H2,0.9005847953216374,0.1385260746404966
2961,H2,0.9318181818181818,0.018807639237209517
2968,H2,0.9014799154334038,0.0006410057934238544
2969,H2,0.6592203241349102,0.07157746285085298
2977,H2,1.0,0.0
2978,H2,0.972972972972973,0.001353633131883969
2979,H2,0.9,0.0021112955356351604
2980,H2,0.944313725490196,0.0001259048546016217
2981,H2,0.967741935483871,0.000396444893753789
2982,H2,0.9526041666666668,0.028181211956070484
2984,H2,0.96875,0.001944215308347652
2990,H2,0.8710622710622711,0.17588023822479215
2991,H2,0.9852941176470588,0.0003653412702938619
3001,H2,0.96875,0.0022641046124568
3008,H2,0.8870967741935484,0.024004167408217647
3015,H2,0.7098765432098766,0.0015162888284634413
3016,H2,0.9015501767745444,0.012599608933465567
3018,H2,0.9148936170212766,0.005780163332300692
3021,H2,1.0,0.0
3031,H2,0.8857142857142857,0.04298830373559759
3039,H2,0.0,0.7478684531059683
304,H2,0.9642739000992392,0.006386285772812861
3045,H2,0.811046511627907,0.002340625759177928
3046,H2,0.4442508710801394,0.11371093151845624
3047,H2,0.9411764705882352,0.001418457574269616
3051,H2,0.7149643705463183,0.027755521384226434
3056,H2,0.711864406779661,0.10139481560119212
3063,H2,0.8,0.0063389371292025265
311,H2,1.0,0.0
32,H2,0.979591836734694,0.008039521535547878
321,H2,0.8651026392961877,0.009624138791713421
323,H2,1.0,0.0
324,H2,0.9166666666666666,0.2637167671314149
332,H2,0.8553971486761711,0.0090111453640028
333,H2,1.0,0.0
350,H2,0.8771566597653554,0.0011885180856743283
351,H2,0.9736842105263158,0.0004600874166091895
354,H2,1.0,0.0
404,H2,0.960691823899371,0.00043401698657363763
41,H2,0.9696969696969696,0.0
415,H2,0.8962085308056872,0.01685910947667224
429,H2,0.9609375,0.00017270283630621552
442,H2,0.9787234042553192,0.0005187024965523923
443,H2,0.990990990990991,0.001037174384545203
445,H2,1.0,0.0
452,H2,0.5543836519446276,0.02402260320714411
457,H2,0.935483870967742,0.0010847200029806
472,H2,0.9736842105263158,0.00046819495995598093
473,H2,1.0,0.0
475,H2,0.975,3.8281312246035704e-05
482,H2,0.9432565789473684,0.014126578323856886
483,H2,1.0,0.0
484,H2,1.0,0.0
486,H2,1.0,0.0
494,H2,1.0,0.0
500,H2,1.0,0.0
506,H2,0.7828947368421053,0.005189449697666437
507,H2,0.9879518072289156,3.7870256851535444e-06
518,H2,0.5406976744186046,0.0009800851990817705
519,H2,1.0,0.0
543,H2,0.8955223880597015,0.0007943993758333656
55,H2,0.78625,0.06690186414277866
550,H2,0.9767441860465116,0.0015231058396526498
551,H2,0.90625,0.002039184075042777
558,H2,0.9431356620633632,0.0018484142218792021
56,H2,0.9364583333333332,0.0010611629084686935
561,H2,0.9818181818181818,0.011835370804527456
562,H2,0.9627329192546584,0.017047199733640772
563,H2,0.7636887608069164,0.035021318095214915
579,H2,0.9666666666666668,0.821656050955414
581,H2,0.9531772575250836,0.008471272468733582
589,H2,0.95,0.0002633307221487913
590,H2,1.0,0.0
592,H2,0.9376971608832808,0.0064509497185579745
593,H2,0.9102005231037488,0.0004235454983407827
601,H2,0.9722222222222222,0.00036649105877761823
604,H2,0.9433962264150944,0.0006112184770810103
614,H2,1.0,0.0
616,H2,0.9761904761904762,2.4917357431042397e-05
621,H2,0.9375968992248062,0.00025951905187604485
623,H2,0.9702970297029704,0.012809859716133132
630,H2,0.9138187221396732,0.020167337477558722
633,H2,0.944184231069477,0.0
66,H2,0.8275862068965517,0.004032579228658961
67,H2,0.9302325581395348,0.00011324955893399213
670,H2,1.0,0.0
675,H2,0.9604743083003952,0.001897554503585419
681,H2,0.9803921568627452,0.0013675934647533472
687,H2,1.0,0.0
694,H2,0.864406779661017,0.007133547503628601
695,H2,1.0,0.0
7,H2,0.9428571428571428,0.06932333279010472
70,H2,0.9118541033434652,0.02896373018794196
712,H2,0.9473684210526316,0.02554806697421297
713,H2,1.0,0.0
714,H2,1.0,0.0
723,H2,0.9565217391304348,0.0
727,H2,0.8809370988446726,0.04545854425913676
729,H2,0.951219512195122,0.003660180161831894
761,H2,0.9696969696969696,0.00041522471429000785
762,H2,0.967741935483871,0.0008878007107515629
764,H2,0.9777777777777776,0.005127815795372803
769,H2,0.365625,0.22589424920199264
776,H2,1.0,0.0
780,H2,0.979591836734694,0.05850814705641527
781,H2,0.9608725761772852,0.006546226758998297
782,H2,0.6996597587380142,0.027133759460942986
794,H2,0.8793103448275862,0.01658635493809535
828,H2,1.0,0.0
837,H2,0.8621621621621621,0.09982969186256319
847,H2,0.9433526011560692,0.0001119514121538101
856,H2,0.9555555555555556,0.014711356035801981
86,H2,0.6794871794871795,0.09047900850541468
865,H2,0.9536859413537956,0.024104447520045813
867,H2,0.9714285714285714,0.016531260389431646
868,H2,0.9,0.0168209573903777
900,H2,0.979591836734694,0.0006871450007146507
915,H2,0.5711371749107598,0.08691933809875196
921,H2,0.9777777777777776,0.01208681480790419
922,H2,1.0,0.0
929,H2,0.8887733887733887,0.023354415896154945
93,H2,0.8,0.0019594191211175227
933,H2,0.967741935483871,0.05199664117965985
935,H2,0.9772727272727272,9.981677468795525e-06
939,H2,1.0,0.0
942,H2,0.9444444444444444,0.009522056232493137
943,H2,1.0,0.0
944,H2,1.0,0.0
945,H2,1.0,0.0
954,H2,1.0,0.0
956,H2,1.0,0.0
958,H2,0.9352657004830918,0.01421611667372269
960,H2,1.0,0.0
963,H2,0.9091400757166036,0.011778037996147961
982,H2,0.9696969696969696,0.00014261725773534462
99,H2,0.9435736677115988,0.001328134877413012
992,H2,1.0,0.0
994,H2,0.975609756097561,0.0070020606176255384
100,L3,0.9234268385140256,0.0010512030209957057
1004,L3,0.9121621621621622,0.010627079937149397
1007,L3,0.8731241473396999,0.025003933195117956
1008,L3,0.967741935483871,0.2282295737007215
1011,L3,1.0,0.0
1015,L3,0.9777777777777776,1.2606803261316912e-05
1016,L3,0.979591836734694,0.002205327094477849
102,L3,0.868421052631579,0.03157450552888608
1023,L3,0.9352657004830918,0.003706096936324177
1027,L3,0.9761904761904762,0.0022402803325722864
1029,L3,1.0,0.0
1031,L3,0.9473684210526316,0.003278725322844789
1035,L3,0.9361702127659576,0.8847168222820238
1037,L3,0.9483344663494222,0.0006466574581921458
1039,L3,1.0,0.0
1040,L3,0.8760852407261247,0.006318807590909525
1041,L3,0.7901701323251418,0.004059563267540867
1047,L3,0.9238597813795704,0.017511042070236016
1053,L3,0.9767441860465116,4.8507020945942614e-05
1054,L3,0.707906488048332,0.01664468495717253
1057,L3,0.9714285714285714,0.05089729379398655
1060,L3,0.9241274658573596,0.0012381506518115426
1061,L3,1.0,0.0
1069,L3,0.9821428571428572,0.006924937222666516
1072,L3,0.9333333333333332,0.0005830734711758656
1073,L3,0.8421926910299004,0.039979223093474014
1074,L3,0.845137420718816,0.008828647576684112
1078,L3,0.9782608695652174,0.0005595280647282541
108,L3,0.9630652399033482,0.016101687003221232
1084,L3,0.9655172413793104,0.007800804888702287
1085,L3,0.9555555555555556,0.28778457260818624
1089,L3,0.9629629629629628,0.024674610126516727
1092,L3,0.9560276679841896,0.00030216249339998225
1093,L3,0.925,0.0009910617703199343
1096,L3,0.8858131487889274,0.035081700221369694
1103,L3,1.0,0.0
1107,L3,0.9544973544973544,0.008347621459559695
1111,L3,0.90625,0.07696161063249674
1113,L3,1.0,0.0
1114,L3,1.0,0.0
1118,L3,0.9105346744309158,0.0006850869630345979
1120,L3,0.9127011297500855,0.0018878725178816946
1123,L3,0.9642857142857144,0.004158153416725541
1124,L3,0.2620802620802621,0.0120967741935483
1125,L3,0.8931034482758621,0.008549280956401728
1126,L3,0.9777777777777776,0.0017024895599851986
1130,L3,0.945945945945946,0.00029406312895885467
1134,L3,0.9642857142857144,0.003700055995981222
1137,L3,0.9523809523809524,0.1968134327417589
1138,L3,0.8233918128654971,0.20146186497864182
114,L3,0.9117647058823528,3.665911209482786e-05
1140,L3,1.0,0.0
1144,L3,0.9767441860465116,0.00046458275157823525
1146,L3,0.9642857142857144,0.00027361811597692576
1148,L3,0.9375,0.004034409732936894
1149,L3,0.9655172413793104,0.0004677267453166989
1150,L3,0.8157894736842105,0.00094373092382527
1156,L3,0.7854166666666667,0.09283016094234692
1160,L3,0.4543815362423368,0.12096117407179896
1163,L3,0.9375,0.026232768683637886
1165,L3,0.9041095890410958,0.0043515284123383235
1169,L3,1.0,0.0
117,L3,0.9560493827160492,7.77373764736522e-05
1170,L3,0.8724637681159421,0.009011436835634767
1177,L3,0.8665183537263627,0.0008424247358517212
1178,L3,0.967741935483871,0.07834415857061011
1179,L3,0.9347826086956522,0.0
1189,L3,1.0,0.0
1192,L3,0.8742316784869977,0.004101201220638617
121,L3,0.6367924528301887,0.0029466098438569732
1211,L3,1.0,0.0
122,L3,0.8948863636363636,0.000451095294246584
1223,L3,0.9393939393939394,6.0159163959516704e-05
1225,L3,0.9310344827586208,0.07758012313532725
1239,L3,0.8513708513708513,0.007335183574010529
124,L3,0.8311345646437994,0.0005441589908480315
1241,L3,1.0,0.0
1243,L3,0.9655172413793104,0.027820285785778998
1246,L3,1.0,0.0
1247,L3,1.0,0.0
1248,L3,0.912121212121212,0.00014897630314036903
1249,L3,1.0,0.0
1250,L3,1.0,0.0
1251,L3,1.0,0.0
1252,L3,1.0,0.0
1253,L3,1.0,0.0
1254,L3,0.84,0.011640211640211784
1267,L3,0.9782608695652174,0.0
1273,L3,1.0,0.0
1279,L3,0.944186046511628,0.03524140240631124
128,L3,0.9821428571428572,0.008076667436730633
1280,L3,0.7901234567901234,0.02252196502255588
1281,L3,0.9777777777777776,0.00012285501319420078
1282,L3,0.9666666666666668,0.004683646823510412
1283,L3,0.8918518518518519,0.0069934937961444454
1293,L3,0.9090909090909092,0.009654676144538632
13,L3,0.9271232876712328,0.0012587799590032533
1309,L3,0.9333333333333332,0.000643131501845251
131,L3,0.9578804347826086,0.0011370165611810368
1326,L3,1.0,0.0
1331,L3,0.901818181818182,0.00024781335910117885
1333,L3,0.9696969696969696,0.0005042331676942124
1334,L3,1.0,0.0
1341,L3,0.9272603670972128,0.002333198563215344
1345,L3,0.9772727272727272,0.00047011275689556875
1346,L3,0.8843537414965986,0.023330079122972136
1353,L3,1.0,0.0
1355,L3,1.0,0.0
1361,L3,0.3542454018644494,0.1791314101130077
1364,L3,1.0,0.0
1365,L3,0.848989898989899,0.00943057234129574
1367,L3,1.0,0.0
1368,L3,0.84,0.009559829373784745
1370,L3,1.0,0.0
1371,L3,1.0,0.0
1372,L3,0.9428571428571428,0.0
1373,L3,0.90625,0.015261378373150558
1378,L3,1.0,0.0
138,L3,1.0,0.0
1380,L3,0.8922610015174507,0.011737587948147055
1381,L3,0.9347826086956522,0.04515868230456943
1384,L3,0.9375,0.06323455738716455
1387,L3,0.9565217391304348,0.028301747359008478
1388,L3,0.918918918918919,0.0005153523951683114
1397,L3,0.8415178571428571,0.015703734523854762
1398,L3,1.0,0.0
1399,L3,1.0,0.0
1401,L3,0.0,0.8444546709618039
1402,L3,0.8668478260869565,0.0132583925663039
1406,L3,1.0,0.0
1407,L3,0.8950843727072634,0.09706004035900945
1410,L3,0.2709662716499544,0.7229336437718277
1411,L3,1.0,0.0
1425,L3,0.9549689440993788,0.0008765653333588919
1426,L3,0.9761904761904762,0.00021978692410751233
1435,L3,0.9314896291640478,0.0011197960024120768
1436,L3,0.9221772379667116,0.00035709526982008466
1437,L3,0.949404761904762,0.007708761632169159
1442,L3,0.7889908256880734,0.06687169108242907
1457,L3,0.95,0.003515331451266035
1458,L3,0.96,0.01730812087535183
1459,L3,0.9302325581395348,0.01822942289220475
1461,L3,0.8568798895536125,0.17495767696363457
1464,L3,0.910524241229799,0.020188647283404082
1465,L3,0.915,0.0002956844912047618
