case,condition,box_iou_H0,abs_delta_dice
561,H1,0.9629629629629628,0.026128774427100154
562,H1,0.9365079365079364,0.00033339216127892257
563,H1,0.8171912832929782,0.005005240376274811
579,H1,0.9666666666666668,0.821656050955414
581,H1,0.9531772575250836,0.008471272468733582
589,H1,0.95,0.0002633307221487913
590,H1,1.0,0.0
592,H1,0.4003228410008071,0.030299673910704206
593,H1,0.9863013698630136,0.00011113484989400124
601,H1,0.9722222222222222,0.00036649105877761823
604,H1,0.9433962264150944,0.0006112184770810103
614,H1,1.0,0.0
616,H1,0.9761904761904762,2.4917357431042397e-05
621,H1,0.9767441860465116,0.0002888897466222229
623,H1,0.9593427427849168,0.04659942270391515
630,H1,1.0,0.0
633,H1,0.944184231069477,0.0
66,H1,1.0,0.0
67,H1,0.975609756097561,0.00020080911970354887
670,H1,1.0,0.0
675,H1,0.9604743083003952,0.001897554503585419
681,H1,0.9803921568627452,0.0013675934647533472
687,H1,1.0,0.0
694,H1,0.9491525423728814,0.002038518251210597
695,H1,1.0,0.0
7,H1,0.9428571428571428,0.06932333279010472
70,H1,1.0,0.0
712,H1,0.9736842105263158,0.020907658189585288
713,H1,1.0,0.0
714,H1,1.0,0.0
723,H1,0.9565217391304348,0.0
727,H1,1.0,0.0
729,H1,0.951219512195122,0.003660180161831894
761,H1,0.9696969696969696,0.00041522471429000785
762,H1,0.967741935483871,0.0008878007107515629
764,H1,0.9777777777777776,0.005127815795372803
769,H1,0.3846153846153846,0.24082544156437136
776,H1,1.0,0.0
780,H1,1.0,0.0
781,H1,0.96018018018018,0.0031886347257018
782,H1,0.965601217656012,0.002500618925924236
794,H1,0.579747935680139,0.04153299501620222
828,H1,1.0,0.0
837,H1,0.8621621621621621,0.09982969186256319
847,H1,0.9433526011560692,0.0001119514121538101
856,H1,1.0,0.0
86,H1,0.6794871794871795,0.09047900850541468
865,H1,0.9536859413537956,0.024104447520045813
867,H1,0.9714285714285714,0.016531260389431646
868,H1,0.9791666666666666,0.010228835680747728
900,H1,0.979591836734694,0.0006871450007146507
915,H1,0.5711371749107598,0.08691933809875196
921,H1,1.0,0.0
922,H1,1.0,0.0
929,H1,0.9347826086956522,0.009035154368348675
93,H1,0.8815426997245179,0.008080881692344666
933,H1,0.967741935483871,0.05199664117965985
935,H1,0.9772727272727272,9.981677468795525e-06
939,H1,1.0,0.0
942,H1,0.9444444444444444,0.009522056232493137
943,H1,1.0,0.0
944,H1,1.0,0.0
945,H1,1.0,0.0
954,H1,0.9629629629629628,0.0016096825960725258
956,H1,1.0,0.0
958,H1,1.0,0.0
960,H1,1.0,0.0
