filename,dice,iou,gt_pixels,pred_pixels
1124.png,0.0,0.0,2360,5246
1125.png,0.898538961038961,0.8157700810611643,2641,2287
1126.png,0.9085619285120532,0.8324447829398325,2264,2548
1130.png,0.9064641048555258,0.8289294470171615,3540,3174
1134.png,0.8401611820013432,0.7243775332947308,1421,1557
1137.png,0.6516958339786278,0.48334481966459913,2220,4237
1138.png,0.5587898235159294,0.3877226463104326,1241,3122
114.png,0.9360481789503872,0.8797843665768194,1726,1761
1140.png,0.8306172839506173,0.7103040540540541,1791,2259
1144.png,0.7252136752136752,0.5688903788132752,1759,2921
1146.png,0.8907521578298397,0.8030235660293463,2170,1885
1148.png,0.8122676579925651,0.6838810641627543,1554,1674
1149.png,0.6668224299065421,0.5001752541184717,1511,2769
1150.png,0.6224198158145443,0.45182111572153066,1052,2097
1156.png,0.4751911790858972,0.31163984138091905,1880,3743
1160.png,0.8372331340734415,0.7200352526439483,2548,3307
1163.png,0.8573981871569003,0.750391061452514,4380,3453
1165.png,0.8964664674976821,0.8123599701269604,5292,4415
1169.png,0.939295316258667,0.8855389541088581,3637,3430
117.png,0.5441316469468245,0.3737505838393274,10381,4325
1170.png,0.7140745121230041,0.5553000689813751,4301,2463
1177.png,0.9409465914025185,0.8884788847888478,2285,2321
1178.png,0.25752592967366555,0.1477932636469222,2688,1265
1179.png,0.0,0.0,2504,3829
1189.png,0.7454718779790277,0.5942249240121581,1222,1925
1192.png,0.862618663800824,0.7584251968503937,2420,3163
121.png,0.9700202317454478,0.9417857142857143,5424,5450
1211.png,0.9439627280962858,0.8938725490196079,3735,3992
122.png,0.96699604743083,0.936101013965946,5034,5086
1223.png,0.9456762749445676,0.8969505783385909,1789,1819
1225.png,0.6845934830749763,0.5204425204425205,1226,1935
1239.png,0.855039637599094,0.7467853610286844,1517,2015
124.png,0.9315783232538836,0.8719200887902331,4341,4092
1241.png,0.4894989250868199,0.32406393693890956,1480,4567
1243.png,0.8716623600344531,0.7725190839694657,1889,1594
1246.png,0.7739183424741012,0.6312127236580517,1615,1667
1247.png,0.9667673716012085,0.935672514619883,2731,2896
1248.png,0.9803611023123219,0.9614787200994097,3118,3196
1249.png,0.9088921282798834,0.832999331997328,2841,2647
1250.png,0.908289241622575,0.8319870759289176,2077,2459
1251.png,0.9319650323071076,0.8725978647686833,1252,1379
1252.png,0.9524745984922977,0.909261576971214,1462,1589
1253.png,0.9252772913018097,0.8609451385116784,1592,1834
1254.png,0.9481481481481482,0.9014084507042254,1418,1552
1267.png,0.0,0.0,490,2775
1273.png,0.8656814449917898,0.7631731325998842,1365,1680
1279.png,0.8756175211329454,0.7787541495801601,5118,3991
128.png,0.8399430908767562,0.7240533496857274,6392,4854
1280.png,0.8217479854777295,0.6974297309484443,6210,5083
1281.png,0.8287003042064408,0.707504925667204,5583,3950
1282.png,0.8966889299417365,0.8127253992787223,3881,3156
1283.png,0.9609929078014184,0.9249146757679181,1630,1754
1293.png,0.6298990847218963,0.45974648852346695,1355,2906
13.png,0.9686120952203369,0.939134626973605,8000,8089
