filename,a,b,same_text,abs_dice,box_iou
1536.png,H1,H2,False,0.007759311420495463,0.918918918918919
1545.png,H0,H1,False,0.15084102884380035,0.5925925925925926
1545.png,H0,H2,False,0.27771271811698983,0.3328042328042328
1545.png,H1,H2,False,0.12687168927318948,0.5616071428571429
1546.png,H0,H1,False,0.06462866707715864,0.9576957695769577
1546.png,H0,H2,False,0.06462866707715864,0.9576957695769577
1546.png,H1,H2,True,0.0,1.0
1547.png,H0,H1,False,0.005675693345314148,0.9787234042553191
1547.png,H0,H2,False,0.005675693345314148,0.9787234042553191
1547.png,H1,H2,True,0.0,1.0
1548.png,H0,H1,False,0.0,1.0
1548.png,H0,H2,False,0.003088304169329925,0.9333333333333333
1548.png,H1,H2,False,0.003088304169329925,0.9333333333333333
1551.png,H0,H1,False,0.015078591198468216,0.9074074074074074
1551.png,H0,H2,False,0.20816859021283107,0.9014662756598241
1551.png,H1,H2,False,0.2232471814112993,0.8200294550810014
1552.png,H0,H1,False,0.0017256905854449167,0.9722222222222222
1552.png,H0,H2,False,0.0017256905854449167,0.9722222222222222
1552.png,H1,H2,True,0.0,1.0
1555.png,H0,H1,False,0.000266205315886503,0.9836065573770492
1555.png,H0,H2,False,0.002123813593488233,0.9601873536299765
1555.png,H1,H2,False,0.00185760827760173,0.9450633883980023
1559.png,H0,H1,False,0.010342101241006207,0.9772727272727273
1559.png,H0,H2,False,0.010342101241006207,0.9772727272727273
1559.png,H1,H2,True,0.0,1.0
156.png,H0,H1,False,0.0001853584167101907,0.9514637904468413
156.png,H0,H2,False,0.0029424313798203094,0.5905451185709886
156.png,H1,H2,False,0.0027570729631101187,0.5757575757575758
1560.png,H0,H1,False,0.0009777596170684744,0.9411764705882353
1560.png,H0,H2,False,0.003623356244100928,0.8417329796640142
1560.png,H1,H2,False,0.0046011158611694025,0.7922192749778957
1563.png,H0,H1,False,0.0,1.0
1563.png,H0,H2,False,0.0,1.0
1563.png,H1,H2,True,0.0,1.0
1564.png,H0,H1,False,0.028690162762413207,0.9714285714285714
1564.png,H0,H2,False,0.028690162762413207,0.9714285714285714
1564.png,H1,H2,True,0.0,1.0
1574.png,H0,H1,False,0.0,1.0
1574.png,H0,H2,False,0.00021989502390240556,0.972972972972973
1574.png,H1,H2,False,0.00021989502390240556,0.972972972972973
1575.png,H0,H1,False,0.0,1.0
1575.png,H0,H2,False,0.0,1.0
1575.png,H1,H2,True,0.0,1.0
1577.png,H0,H1,False,0.0,1.0
1577.png,H0,H2,False,0.0,1.0
1577.png,H1,H2,True,0.0,1.0
1579.png,H0,H1,False,0.0,1.0
1579.png,H0,H2,False,0.0,1.0
1579.png,H1,H2,True,0.0,1.0
1583.png,H0,H1,False,0.0,1.0
1583.png,H0,H2,False,0.749110115971983,0.0
1583.png,H1,H2,False,0.749110115971983,0.0
1585.png,H0,H1,False,0.002360764413844252,0.953062392673154
1585.png,H0,H2,False,0.0013540210633463667,0.9782608695652174
1585.png,H1,H2,False,0.001006743350497885,0.9736842105263158
1587.png,H0,H1,False,0.0015076067986411479,0.9215425531914894
1587.png,H0,H2,False,0.0015076067986411479,0.9215425531914894
1587.png,H1,H2,True,0.0,1.0
1588.png,H0,H1,False,9.391091747046332e-05,0.7205882352941176
1588.png,H0,H2,False,9.391091747046332e-05,0.7205882352941176
1588.png,H1,H2,True,0.0,1.0
1590.png,H0,H1,False,0.02070454136648081,0.9195402298850575
1590.png,H0,H2,False,0.02070454136648081,0.9195402298850575
1590.png,H1,H2,True,0.0,1.0
1591.png,H0,H1,False,0.0007919995205191155,0.9767441860465116
1591.png,H0,H2,False,0.0007919995205191155,0.9767441860465116
1591.png,H1,H2,True,0.0,1.0
1596.png,H0,H1,False,0.0,1.0
1596.png,H0,H2,False,0.0005137902956191542,0.9302325581395349
1596.png,H1,H2,False,0.0005137902956191542,0.9302325581395349
16.png,H0,H1,False,0.0,1.0
16.png,H0,H2,False,0.0,1.0
16.png,H1,H2,False,0.0,1.0
1600.png,H0,H1,False,0.0,1.0
1600.png,H0,H2,False,0.10362755176375626,0.9534883720930233
1600.png,H1,H2,False,0.10362755176375626,0.9534883720930233
1601.png,H0,H1,False,0.007188686590734794,0.9615384615384616
1601.png,H0,H2,False,0.08457423408872489,0.8461538461538461
1601.png,H1,H2,False,0.07738554749799009,0.88
1619.png,H0,H1,False,0.0003604591486808806,0.9772727272727273
1619.png,H0,H2,False,0.0003604591486808806,0.9772727272727273
1619.png,H1,H2,True,0.0,1.0
1628.png,H0,H1,False,0.0,1.0
1628.png,H0,H2,False,0.0,1.0
1628.png,H1,H2,True,0.0,1.0
1629.png,H0,H1,False,0.19651678219430047,0.3871817383669886
1629.png,H0,H2,False,0.19651678219430047,0.3871817383669886
1629.png,H1,H2,True,0.0,1.0
1630.png,H0,H1,False,0.0006981454780649043,0.9772727272727273
1630.png,H0,H2,False,0.002784759537665993,0.8853644963828603
1630.png,H1,H2,False,0.003482905015730897,0.9039772727272727
1644.png,H0,H1,False,0.0005377688540788572,0.9761904761904762
1644.png,H0,H2,False,0.0005377688540788572,0.9761904761904762
1644.png,H1,H2,True,0.0,1.0
1645.png,H0,H1,False,0.0,1.0
1645.png,H0,H2,False,0.0,1.0
1645.png,H1,H2,False,0.0,1.0
1646.png,H0,H1,False,0.06786564684444651,0.8731182795698925
1646.png,H0,H2,False,0.06786564684444651,0.8731182795698925
1646.png,H1,H2,False,0.0,1.0
1647.png,H0,H1,False,0.0,1.0
1647.png,H0,H2,False,0.0,1.0
1647.png,H1,H2,False,0.0,1.0
1648.png,H0,H1,False,0.0003953651531856117,0.9236918604651163
1648.png,H0,H2,False,0.0009695333513487503,0.8362369337979094
1648.png,H1,H2,False,0.001364898504534362,0.9054242002781642
1656.png,H0,H1,False,0.0,1.0
1656.png,H0,H2,False,0.0,1.0
1656.png,H1,H2,False,0.0,1.0
1657.png,H0,H1,False,0.0,1.0
1657.png,H0,H2,False,0.041995094721005155,0.9011494252873563
1657.png,H1,H2,False,0.041995094721005155,0.9011494252873563
1665.png,H0,H1,False,0.01588618485742377,0.96875
1665.png,H0,H2,False,0.01588618485742377,0.96875
1665.png,H1,H2,True,0.0,1.0
1666.png,H0,H1,False,0.0,1.0
1666.png,H0,H2,False,0.0,1.0
1666.png,H1,H2,False,0.0,1.0
167.png,H0,H1,False,9.029674276295196e-06,0.9827586206896551
167.png,H0,H2,False,0.00020498929423529155,0.9767441860465116
167.png,H1,H2,False,0.00021401896851158675,0.9599037690457097
1678.png,H0,H1,False,0.0,1.0
1678.png,H0,H2,False,0.0006206432155539954,0.8635394456289979
1678.png,H1,H2,False,0.0006206432155539954,0.8635394456289979
1684.png,H0,H1,False,0.0,1.0
1684.png,H0,H2,False,0.0,1.0
1684.png,H1,H2,True,0.0,1.0
1685.png,H0,H1,False,0.21872368869264536,0.48517279821627646
1685.png,H0,H2,False,0.21872368869264536,0.48517279821627646
1685.png,H1,H2,True,0.0,1.0
1686.png,H0,H1,False,0.0,1.0
1686.png,H0,H2,False,0.0001380879343966246,0.9275265957446809
1686.png,H1,H2,False,0.0001380879343966246,0.9275265957446809
1689.png,H0,H1,False,0.0,0.9550561797752809
1689.png,H0,H2,False,0.0,0.9550561797752809
1689.png,H1,H2,False,0.0,0.9767441860465116
169.png,H0,H1,False,0.00019326295389199277,0.95
169.png,H0,H2,False,0.00019326295389199277,0.95
169.png,H1,H2,True,0.0,1.0
1696.png,H0,H1,False,0.0004178326312102021,0.9696969696969697
1696.png,H0,H2,False,0.0004178326312102021,0.9696969696969697
1696.png,H1,H2,True,0.0,1.0
1706.png,H0,H1,False,0.0,1.0
1706.png,H0,H2,False,0.0,1.0
1706.png,H1,H2,True,0.0,1.0
1715.png,H0,H1,False,0.0020274645041234995,0.9666666666666667
1715.png,H0,H2,False,0.0,1.0
1715.png,H1,H2,False,0.0020274645041234995,0.9666666666666667
1716.png,H0,H1,False,0.0,1.0
1716.png,H0,H2,False,0.1409382286039702,0.875669244497323
1716.png,H1,H2,False,0.1409382286039702,0.875669244497323
1718.png,H0,H1,False,0.0,1.0
1718.png,H0,H2,False,0.00045516613563945096,0.9830508474576272
1718.png,H1,H2,False,0.00045516613563945096,0.9830508474576272
1727.png,H0,H1,False,0.0012328673106216659,0.953125
1727.png,H0,H2,False,0.0012328673106216659,0.953125
1727.png,H1,H2,True,0.0,1.0
1728.png,H0,H1,False,0.03470277817395673,0.9314151890264303
1728.png,H0,H2,False,0.0013554186115750655,0.9838709677419355
1728.png,H1,H2,False,0.03334735956238166,0.9163923633969717
1729.png,H0,H1,False,0.029001993571570073,0.928212162780064
1729.png,H0,H2,False,0.07804389250151067,0.7954545454545454
1729.png,H1,H2,False,0.0490418989299406,0.8018939393939394
1730.png,H0,H1,False,7.357608000135851e-05,0.9824561403508771
1730.png,H0,H2,False,7.357608000135851e-05,0.9824561403508771
1730.png,H1,H2,True,0.0,1.0
1734.png,H0,H1,False,0.003041568055307975,0.876358695652174
1734.png,H0,H2,False,0.0,1.0
1734.png,H1,H2,False,0.003041568055307975,0.876358695652174
1735.png,H0,H1,False,0.00011274660945137516,0.9782608695652174
1735.png,H0,H2,False,0.00011274660945137516,0.9782608695652174
1735.png,H1,H2,False,0.0,1.0
1736.png,H0,H1,False,0.005945026140670717,0.9743589743589743
1736.png,H0,H2,False,0.042003627761728946,0.8974358974358975
1736.png,H1,H2,False,0.04794865390239966,0.9210526315789473
174.png,H0,H1,False,9.732587607280685e-05,0.9821428571428571
174.png,H0,H2,False,9.732587607280685e-05,0.9821428571428571
174.png,H1,H2,True,0.0,1.0
1740.png,H0,H1,False,0.0002076225456666414,0.9655172413793104
1740.png,H0,H2,False,0.0002076225456666414,0.9655172413793104
1740.png,H1,H2,True,0.0,1.0
1744.png,H0,H1,False,0.023529599353693476,0.9117647058823529
1744.png,H0,H2,False,0.052831013477903865,0.9411764705882353
1744.png,H1,H2,False,0.02930141412421039,0.96875
1746.png,H0,H1,False,0.0212751417963144,0.8918918918918919
1746.png,H0,H2,False,0.02460514512631773,0.8648648648648649
1746.png,H1,H2,False,0.0033300033300033283,0.9696969696969697
1752.png,H0,H1,False,0.0,1.0
1752.png,H0,H2,False,0.0,1.0
1752.png,H1,H2,False,0.0,1.0
1769.png,H0,H1,False,0.0,1.0
1769.png,H0,H2,False,0.0019066835253499503,0.7743271221532091
1769.png,H1,H2,False,0.0019066835253499503,0.7743271221532091
1771.png,H0,H1,False,0.0,1.0
1771.png,H0,H2,False,0.0,1.0
1771.png,H1,H2,True,0.0,1.0
1773.png,H0,H1,False,0.0,1.0
1773.png,H0,H2,False,0.0019148615268750335,0.8969072164948454
1773.png,H1,H2,False,0.0019148615268750335,0.8969072164948454
1774.png,H0,H1,False,0.006059474506076468,0.9736842105263158
1774.png,H0,H2,False,0.009118281089687152,0.8961593172119487
1774.png,H1,H2,False,0.003058806583610685,0.9203798392987582
1776.png,H0,H1,False,1.7218803677469027e-06,0.9672131147540983
1776.png,H0,H2,False,1.7218803677469027e-06,0.9672131147540983
1776.png,H1,H2,True,0.0,1.0
1789.png,H0,H1,False,0.0,1.0
1789.png,H0,H2,False,0.0,1.0
1789.png,H1,H2,False,0.0,1.0
1796.png,H0,H1,False,0.0005614823133071045,0.9629629629629629
1796.png,H0,H2,False,0.0005614823133071045,0.9629629629629629
1796.png,H1,H2,True,0.0,1.0
1798.png,H0,H1,False,0.004193059215525596,0.8552995391705069
1798.png,H0,H2,False,0.008359697294212487,0.6888888888888889
1798.png,H1,H2,False,0.012552756509738083,0.5892063492063492
1807.png,H0,H1,False,0.013376503766925452,0.9555555555555556
1807.png,H0,H2,False,0.013376503766925452,0.9555555555555556
1807.png,H1,H2,True,0.0,1.0
1816.png,H0,H1,False,0.0,1.0
1816.png,H0,H2,False,0.0,1.0
1816.png,H1,H2,True,0.0,1.0
1824.png,H0,H1,False,8.764775529845892e-05,0.9772727272727273
1824.png,H0,H2,False,8.764775529845892e-05,0.9772727272727273
1824.png,H1,H2,True,0.0,1.0
1825.png,H0,H1,False,0.0,1.0
1825.png,H0,H2,False,0.0,1.0
1825.png,H1,H2,True,0.0,1.0
1826.png,H0,H1,False,0.0005920266323118373,0.9791666666666666
1826.png,H0,H2,False,0.0005920266323118373,0.9791666666666666
1826.png,H1,H2,True,0.0,1.0
1827.png,H0,H1,False,0.08073677723343664,0.6122685185185185
1827.png,H0,H2,False,0.08073677723343664,0.6122685185185185
1827.png,H1,H2,True,0.0,1.0
1829.png,H0,H1,False,0.00011326598543415223,0.9767441860465116
1829.png,H0,H2,False,1.6230970692143742e-05,0.9327603640040445
1829.png,H1,H2,False,9.703501474200849e-05,0.9549689440993789
183.png,H0,H1,False,0.0013168926559458116,0.9166666666666666
183.png,H0,H2,False,0.000665730576291601,0.8888888888888888
183.png,H1,H2,False,0.0006511620796542106,0.9696969696969697
1834.png,H0,H1,False,0.00018029182770407104,0.926829268292683
1834.png,H0,H2,False,0.001554987140780506,0.8634510869565217
1834.png,H1,H2,False,0.001374695313076435,0.8002717391304348
1835.png,H0,H1,False,0.0,1.0
1835.png,H0,H2,False,0.0,1.0
1835.png,H1,H2,True,0.0,1.0
1843.png,H0,H1,False,0.0,1.0
1843.png,H0,H2,False,0.0,1.0
1843.png,H1,H2,False,0.0,1.0
1847.png,H0,H1,False,0.026606931929377575,0.7840290381125227
1847.png,H0,H2,False,0.026606931929377575,0.7840290381125227
1847.png,H1,H2,True,0.0,1.0
1852.png,H0,H1,False,0.0,1.0
1852.png,H0,H2,False,0.0,1.0
1852.png,H1,H2,True,0.0,1.0
1853.png,H0,H1,False,0.0,0.8627946127946128
1853.png,H0,H2,False,0.0,0.8828596037898363
1853.png,H1,H2,False,0.0,0.9772727272727273
1858.png,H0,H1,False,0.03758308799325005,0.9204665959703076
1858.png,H0,H2,False,0.02370696933321459,0.9358874120406567
1858.png,H1,H2,False,0.013876118660035464,0.9218342886920271
1863.png,H0,H1,False,0.0174774642935408,0.9387755102040817
1863.png,H0,H2,False,0.017384374955648818,0.9192006950477846
1863.png,H1,H2,False,9.308933789198282e-05,0.9791666666666666
1869.png,H0,H1,False,0.0,1.0
1869.png,H0,H2,False,0.0,1.0
1869.png,H1,H2,True,0.0,1.0
1879.png,H0,H1,False,0.0,1.0
1879.png,H0,H2,False,0.0,1.0
1879.png,H1,H2,True,0.0,1.0
1880.png,H0,H1,False,0.0007810632229584558,0.9655172413793104
1880.png,H0,H2,False,0.0,1.0
1880.png,H1,H2,False,0.0007810632229584558,0.9655172413793104
1882.png,H0,H1,False,0.0,1.0
1882.png,H0,H2,False,0.0044030283040454865,0.9285714285714286
1882.png,H1,H2,False,0.0044030283040454865,0.9285714285714286
1886.png,H0,H1,False,0.0,1.0
1886.png,H0,H2,False,0.0,1.0
1886.png,H1,H2,True,0.0,1.0
1890.png,H0,H1,False,0.042470862488777905,0.8264637497357853
1890.png,H0,H2,False,0.03159081525641966,0.9240812379110251
1890.png,H1,H2,False,0.07406167774519756,0.8483906770255272
1894.png,H0,H1,False,0.47288932904184205,0.775
1894.png,H0,H2,False,0.47288932904184205,0.775
1894.png,H1,H2,True,0.0,1.0
1900.png,H0,H1,False,0.025666571315707043,0.954004329004329
1900.png,H0,H2,False,0.021529886819977695,0.8931750741839762
1900.png,H1,H2,False,0.04719645813568474,0.8520534388916378
1901.png,H0,H1,False,0.0,1.0
1901.png,H0,H2,False,0.0,1.0
1901.png,H1,H2,True,0.0,1.0
1902.png,H0,H1,False,0.000963576569993907,0.9772727272727273
1902.png,H0,H2,False,0.000963576569993907,0.9772727272727273
1902.png,H1,H2,True,0.0,1.0
1910.png,H0,H1,False,0.0,1.0
1910.png,H0,H2,False,0.001858361599342162,0.9166666666666666
1910.png,H1,H2,False,0.001858361599342162,0.9166666666666666
1911.png,H0,H1,False,0.0,1.0
1911.png,H0,H2,False,0.0,1.0
1911.png,H1,H2,True,0.0,1.0
1917.png,H0,H1,False,0.0005711038027890192,0.9555555555555556
1917.png,H0,H2,False,0.0014219584043944078,0.8444444444444444
1917.png,H1,H2,False,0.001993062207183427,0.8837209302325582
1933.png,H0,H1,False,0.2368702628243901,0.8339964633068081
1933.png,H0,H2,False,0.2222331741038545,0.7376215738284704
1933.png,H1,H2,False,0.014637088720535596,0.8844420885237212
1941.png,H0,H1,False,0.0,1.0
1941.png,H0,H2,False,0.02475642469577166,0.8653846153846154
1941.png,H1,H2,False,0.02475642469577166,0.8653846153846154
1949.png,H0,H1,False,0.013097836271680596,0.9682539682539683
1949.png,H0,H2,False,7.745863402786046e-05,0.9795918367346939
1949.png,H1,H2,False,0.013175294905708457,0.9484936831875608
1950.png,H0,H1,False,0.0,1.0
1950.png,H0,H2,False,0.0002531645569621155,0.9333333333333333
1950.png,H1,H2,False,0.0002531645569621155,0.9333333333333333
1951.png,H0,H1,False,0.0,1.0
1951.png,H0,H2,False,0.0001266697014615792,0.9333333333333333
1951.png,H1,H2,False,0.0001266697014615792,0.9333333333333333
1955.png,H0,H1,False,0.0,1.0
1955.png,H0,H2,False,0.03288543140028288,0.9353448275862069
1955.png,H1,H2,False,0.03288543140028288,0.9353448275862069
1957.png,H0,H1,False,0.0,1.0
1957.png,H0,H2,False,0.0,1.0
1957.png,H1,H2,True,0.0,1.0
1978.png,H0,H1,False,0.0019591106103376,0.984375
1978.png,H0,H2,False,0.0019591106103376,0.984375
1978.png,H1,H2,True,0.0,1.0
198.png,H0,H1,False,0.00034666417463236066,0.9444444444444444
198.png,H0,H2,False,0.00034666417463236066,0.9444444444444444
198.png,H1,H2,True,0.0,1.0
1981.png,H0,H1,False,0.0,1.0
1981.png,H0,H2,False,0.005106743455364993,0.8055555555555556
1981.png,H1,H2,False,0.005106743455364993,0.8055555555555556
1984.png,H0,H1,False,0.0,1.0
1984.png,H0,H2,False,0.0,1.0
1984.png,H1,H2,False,0.0,1.0
1986.png,H0,H1,False,0.0,1.0
1986.png,H0,H2,False,0.0012030566554300792,0.96875
1986.png,H1,H2,False,0.0012030566554300792,0.96875
1988.png,H0,H1,False,0.0,1.0
1988.png,H0,H2,False,0.0,1.0
1988.png,H1,H2,True,0.0,1.0
2002.png,H0,H1,False,0.0,1.0
2002.png,H0,H2,False,0.0,1.0
2002.png,H1,H2,True,0.0,1.0
2003.png,H0,H1,False,0.015941459224387722,0.9606237816764133
2003.png,H0,H2,False,0.06883621433550524,0.5227272727272727
2003.png,H1,H2,False,0.05289475511111752,0.5021442495126706
2006.png,H0,H1,False,0.007961201708169385,0.9619883040935673
2006.png,H0,H2,False,0.007274424694657555,0.8922033898305085
2006.png,H1,H2,False,0.0006867770135118301,0.9274576271186441
2007.png,H0,H1,False,0.0,1.0
2007.png,H0,H2,False,0.005010308100367844,0.9583333333333334
2007.png,H1,H2,False,0.005010308100367844,0.9583333333333334
2008.png,H0,H1,False,0.0,1.0
2008.png,H0,H2,False,0.01127326768945558,0.9437737150741635
2008.png,H1,H2,False,0.01127326768945558,0.9437737150741635
2009.png,H0,H1,False,0.0,1.0
2009.png,H0,H2,False,0.028525074666017836,0.9332980412916887
2009.png,H1,H2,False,0.028525074666017836,0.9332980412916887
2014.png,H0,H1,False,0.006843257955129078,0.9337474120082816
2014.png,H0,H2,False,0.018582077130902874,0.8971704623878537
2014.png,H1,H2,False,0.011738819175773796,0.9608277900960828
2026.png,H0,H1,False,0.0,1.0
2026.png,H0,H2,False,0.0,1.0
2026.png,H1,H2,True,0.0,1.0
2029.png,H0,H1,False,0.0,1.0
2029.png,H0,H2,False,0.047595290030431725,0.908203125
2029.png,H1,H2,False,0.047595290030431725,0.908203125
2031.png,H0,H1,False,0.015052151516904755,0.91005291005291
2031.png,H0,H2,False,0.03131942425836942,0.8863636363636364
2031.png,H1,H2,False,0.016267272741464667,0.8853820598006644
2039.png,H0,H1,False,2.078830709473234e-05,0.9803921568627451
2039.png,H0,H2,False,2.078830709473234e-05,0.9803921568627451
2039.png,H1,H2,True,0.0,1.0
2055.png,H0,H1,False,0.0,1.0
2055.png,H0,H2,False,0.01529266041982491,0.9787234042553191
2055.png,H1,H2,False,0.01529266041982491,0.9787234042553191
2062.png,H0,H1,False,0.0,1.0
2062.png,H0,H2,False,0.0,1.0
2062.png,H1,H2,True,0.0,1.0
2064.png,H0,H1,False,0.0009192430374649341,0.96875
2064.png,H0,H2,False,0.0009192430374649341,0.96875
2064.png,H1,H2,False,0.0,1.0
2065.png,H0,H1,False,0.0,1.0
2065.png,H0,H2,False,0.0,1.0
2065.png,H1,H2,True,0.0,1.0
2066.png,H0,H1,False,0.0016538940946251302,0.95
2066.png,H0,H2,False,0.0016538940946251302,0.95
2066.png,H1,H2,False,0.0,1.0
2075.png,H0,H1,False,0.017070772581634808,0.8043478260869565
2075.png,H0,H2,False,0.017070772581634808,0.8043478260869565
2075.png,H1,H2,True,0.0,1.0
2076.png,H0,H1,False,0.44760741409527854,0.3444022770398482
2076.png,H0,H2,False,0.44760741409527854,0.3444022770398482
2076.png,H1,H2,True,0.0,1.0
2082.png,H0,H1,False,0.02211137589389356,0.9777777777777777
2082.png,H0,H2,False,0.02211137589389356,0.9777777777777777
2082.png,H1,H2,False,0.0,1.0
2108.png,H0,H1,False,0.002652026647644523,0.9821428571428571
2108.png,H0,H2,False,0.002652026647644523,0.9821428571428571
2108.png,H1,H2,True,0.0,1.0
211.png,H0,H1,False,0.047304409532790026,0.9672131147540983
211.png,H0,H2,False,0.0218552308221458,0.968220890856994
211.png,H1,H2,False,0.025449178710644227,0.968220890856994
2110.png,H0,H1,False,0.0004176423279218522,0.975609756097561
2110.png,H0,H2,False,0.0004176423279218522,0.975609756097561
2110.png,H1,H2,True,0.0,1.0
2118.png,H0,H1,False,0.0,1.0
2118.png,H0,H2,False,0.0,1.0
2118.png,H1,H2,True,0.0,1.0
2127.png,H0,H1,False,0.007133643174398879,0.9743589743589743
2127.png,H0,H2,False,0.08311096899395756,0.95
2127.png,H1,H2,False,0.07597732581955868,0.925
2136.png,H0,H1,False,0.003948623059221057,0.9782608695652174
2136.png,H0,H2,False,0.0008303024827475136,0.9627329192546584
2136.png,H1,H2,False,0.0031183205764735433,0.9841269841269841
2137.png,H0,H1,False,0.0,1.0
2137.png,H0,H2,False,0.011366065385184365,0.9375
2137.png,H1,H2,False,0.011366065385184365,0.9375
2148.png,H0,H1,False,0.0002596457458354795,0.9655172413793104
2148.png,H0,H2,False,0.0,1.0
2148.png,H1,H2,False,0.0002596457458354795,0.9655172413793104
217.png,H0,H1,False,0.0012731762253379575,0.9838709677419355
217.png,H0,H2,False,0.0012731762253379575,0.9838709677419355
217.png,H1,H2,True,0.0,1.0
2170.png,H0,H1,False,0.0,1.0
2170.png,H0,H2,False,0.002541869555725773,0.8770161290322581
2170.png,H1,H2,False,0.002541869555725773,0.8770161290322581
2176.png,H0,H1,False,0.0,1.0
2176.png,H0,H2,False,0.03705894200747406,0.9333333333333333
2176.png,H1,H2,False,0.03705894200747406,0.9333333333333333
2178.png,H0,H1,False,0.0005980529817506408,0.9375
2178.png,H0,H2,False,0.0005980529817506408,0.9375
2178.png,H1,H2,True,0.0,1.0
2182.png,H0,H1,False,0.0,1.0
2182.png,H0,H2,False,0.0,1.0
2182.png,H1,H2,True,0.0,1.0
2188.png,H0,H1,False,9.138597060698306e-05,0.9777777777777777
2188.png,H0,H2,False,9.138597060698306e-05,0.9777777777777777
2188.png,H1,H2,True,0.0,1.0
2208.png,H0,H1,False,0.015733643096746963,0.9733333333333334
2208.png,H0,H2,False,0.02764192441088964,0.9452054794520548
2208.png,H1,H2,False,0.0433755675076366,0.92
2211.png,H0,H1,False,0.025576005963363846,0.9787234042553191
2211.png,H0,H2,False,0.03790149541854537,0.9183673469387755
2211.png,H1,H2,False,0.06347750138190922,0.8996088657105606
2213.png,H0,H1,False,0.0008878084764890591,0.8853809196980096
2213.png,H0,H2,False,0.0006743615690471838,0.0
2213.png,H1,H2,False,0.00021344690744187528,0.0
2214.png,H0,H1,False,0.0,1.0
2214.png,H0,H2,False,0.0,1.0
2214.png,H1,H2,True,0.0,1.0
2221.png,H0,H1,False,0.0010339415308017186,0.9705882352941176
2221.png,H0,H2,False,0.006822668750251837,0.927478376580173
2221.png,H1,H2,False,0.005788727219450118,0.9013990672884743
2226.png,H0,H1,False,6.52298902060755e-05,0.9761904761904762
2226.png,H0,H2,False,0.0004750757159182051,0.9534883720930233
2226.png,H1,H2,False,0.0004098458257121296,0.9761904761904762
2227.png,H0,H1,False,0.003722915603549204,0.9545454545454546
2227.png,H0,H2,False,0.025337200309883512,0.8456659619450317
2227.png,H1,H2,False,0.021614284706334308,0.8859357696566998
223.png,H0,H1,False,7.10124092829778e-05,0.9188220230473751
223.png,H0,H2,False,0.002320266682999117,0.6754518072289156
223.png,H1,H2,False,0.002391279092282095,0.7351280120481928
2237.png,H0,H1,False,0.0170970359410052,0.9696969696969697
2237.png,H0,H2,False,0.0170970359410052,0.9696969696969697
2237.png,H1,H2,True,0.0,1.0
2241.png,H0,H1,False,0.01140058024354651,0.9406575781876504
2241.png,H0,H2,False,0.01140058024354651,0.9406575781876504
2241.png,H1,H2,True,0.0,1.0
2244.png,H0,H1,False,0.05470087579893412,0.9088669950738916
2244.png,H0,H2,False,0.05470087579893412,0.9088669950738916
2244.png,H1,H2,True,0.0,1.0
2245.png,H0,H1,False,0.04954736891426015,0.9344444444444444
2245.png,H0,H2,False,0.005111378546054257,0.9666666666666667
2245.png,H1,H2,False,0.04443599036820589,0.9666666666666667
2246.png,H0,H1,False,0.0,1.0
2246.png,H0,H2,False,0.0,1.0
2246.png,H1,H2,False,0.0,1.0
2248.png,H0,H1,False,0.001359213973058715,0.9307862679955703
2248.png,H0,H2,False,0.001359213973058715,0.9307862679955703
2248.png,H1,H2,False,0.0,1.0
2259.png,H0,H1,False,0.00039523320557166564,0.9289902280130293
2259.png,H0,H2,False,0.00039523320557166564,0.9289902280130293
2259.png,H1,H2,True,0.0,1.0
2272.png,H0,H1,False,0.00845466966614683,0.9814814814814815
2272.png,H0,H2,False,0.048923294961672914,0.8703703703703703
2272.png,H1,H2,False,0.040468625295526084,0.8867924528301887
2277.png,H0,H1,False,0.001415173958214333,0.9782608695652174
2277.png,H0,H2,False,0.001415173958214333,0.9782608695652174
2277.png,H1,H2,True,0.0,1.0
2278.png,H0,H1,False,0.0,1.0
2278.png,H0,H2,False,0.0,1.0
2278.png,H1,H2,True,0.0,1.0
228.png,H0,H1,False,0.00043985860817952194,0.9464285714285714
228.png,H0,H2,False,0.027570934862111596,0.5454545454545454
228.png,H1,H2,False,0.028010793470291118,0.5763293310463122
2293.png,H0,H1,False,0.019930096669263597,0.9245283018867925
2293.png,H0,H2,False,0.019930096669263597,0.9245283018867925
2293.png,H1,H2,True,0.0,1.0
2326.png,H0,H1,False,0.07281015982178418,0.8630952380952381
2326.png,H0,H2,False,0.07281015982178418,0.8630952380952381
2326.png,H1,H2,True,0.0,1.0
233.png,H0,H1,False,0.0,1.0
233.png,H0,H2,False,7.204404217531213e-05,0.9464090411957711
233.png,H1,H2,False,7.204404217531213e-05,0.9464090411957711
234.png,H0,H1,False,0.0026845975707141534,0.9390243902439024
234.png,H0,H2,False,0.005581096030229493,0.8790737564322469
234.png,H1,H2,False,0.008265693600943647,0.8254716981132075
2344.png,H0,H1,False,0.0001332104220377328,0.9875
2344.png,H0,H2,False,0.0775359555880657,0.6170886075949367
2344.png,H1,H2,False,0.07740274516602796,0.609375
2353.png,H0,H1,False,0.0030427210369244895,0.9772727272727273
2353.png,H0,H2,False,0.0030427210369244895,0.9772727272727273
2353.png,H1,H2,True,0.0,1.0
2364.png,H0,H1,False,0.0007813485370290474,0.975
2364.png,H0,H2,False,0.00120502182814064,0.9172413793103448
2364.png,H1,H2,False,0.0004236732911115926,0.9407603890362511
