auprc,auroc,sensitivity,specificity,flagged_fraction,retained_P14_mean_dice,retained_P14_failure_rate_lt_.10,flagged_P14_failure_rate_lt_.10,flagged_catastrophic_prevalence,retained_catastrophic_prevalence
0.3029025946207976,0.5191798941798943,0.8333333333333334,0.25925925925925924,0.7666666666666667,0.5580727707042448,0.22857142857142856,0.4434782608695652,0.30434782608695654,0.2
0.4081829471033994,0.6093894542090658,0.8085106382978723,0.41304347826086957,0.6618705035971223,0.6783620781662036,0.14893617021276595,0.391304347826087,0.41304347826086957,0.19148936170212766
0.3912348892924435,0.5885304659498208,0.7555555555555555,0.3870967741935484,0.6594202898550725,0.5269360112434168,0.2978723404255319,0.3956043956043956,0.37362637362637363,0.23404255319148937
0.3584843902594396,0.5818713450292399,0.7368421052631579,0.4222222222222222,0.625,0.6432982859622601,0.20833333333333334,0.4875,0.35,0.20833333333333334
0.4568444587876098,0.5886904761904762,0.8125,0.35714285714285715,0.711864406779661,0.5991410026542183,0.17647058823529413,0.2976190476190476,0.4642857142857143,0.2647058823529412
0.3350899986035812,0.6103985341273478,0.7837837837837838,0.3305084745762712,0.6967741935483871,0.555314754394088,0.2553191489361702,0.39814814814814814,0.26851851851851855,0.1702127659574468
0.3765206166418614,0.6141906873614191,0.8292682926829268,0.45454545454545453,0.6356589147286822,0.6782142534597463,0.1702127659574468,0.43902439024390244,0.4146341463414634,0.14893617021276595
0.2888758293049072,0.5758463541666666,0.71875,0.4270833333333333,0.609375,0.6764468913576108,0.16,0.41025641025641024,0.2948717948717949,0.18
0.4134732337071138,0.5610119047619048,0.7083333333333334,0.2976190476190476,0.7045454545454546,0.5732069445979608,0.28205128205128205,0.41935483870967744,0.3655913978494624,0.358974358974359
0.5059993503478661,0.5935064935064934,0.7818181818181819,0.34285714285714286,0.712,0.5623003576149147,0.2777777777777778,0.3258426966292135,0.48314606741573035,0.3333333333333333
0.38381129425516936,0.546524064171123,0.7727272727272727,0.36470588235294116,0.6821705426356589,0.5197588311978851,0.2926829268292683,0.4431818181818182,0.38636363636363635,0.24390243902439024
0.5285931890556752,0.6361344537815126,0.8431372549019608,0.3,0.7603305785123967,0.5805823275971976,0.2413793103448276,0.31521739130434784,0.4673913043478261,0.27586206896551724
0.3385329172779206,0.5906172839506173,0.7037037037037037,0.3466666666666667,0.6666666666666666,0.7104380912224215,0.14705882352941177,0.39705882352941174,0.27941176470588236,0.23529411764705882
0.3856580867280129,0.6379387938793879,0.75,0.43564356435643564,0.6206896551724138,0.6645904957688378,0.12727272727272726,0.43333333333333335,0.36666666666666664,0.2
0.3543984895685013,0.5770750988142292,0.7954545454545454,0.391304347826087,0.6691176470588235,0.6132960272248045,0.17777777777777778,0.45054945054945056,0.38461538461538464,0.2
0.33346717329533754,0.5328173374613003,0.7631578947368421,0.3411764705882353,0.6910569105691057,0.5236450977145073,0.3157894736842105,0.38823529411764707,0.3411764705882353,0.23684210526315788
0.38150856232106695,0.5136054421768708,0.7551020408163265,0.34615384615384615,0.6929133858267716,0.6565233008253486,0.1794871794871795,0.3977272727272727,0.42045454545454547,0.3076923076923077
0.4679446812214121,0.5906976744186047,0.7818181818181819,0.37209302325581395,0.6879432624113475,0.599394259257969,0.20454545454545456,0.422680412371134,0.44329896907216493,0.2727272727272727
0.30654433192861397,0.5158636897767332,0.782608695652174,0.36036036036036034,0.6815286624203821,0.707963163002651,0.12,0.42990654205607476,0.3364485981308411,0.2
0.28743012087631464,0.5336183443451225,0.7419354838709677,0.3373493975903614,0.6842105263157895,0.6852586162348576,0.1111111111111111,0.358974358974359,0.2948717948717949,0.2222222222222222
0.4209337948505917,0.6559929494712103,0.7837837837837838,0.3804347826086957,0.6666666666666666,0.55780945313645,0.23255813953488372,0.36046511627906974,0.3372093023255814,0.18604651162790697
0.47325109122004994,0.6385836385836386,0.7619047619047619,0.3974358974358974,0.6583333333333333,0.6561042460792961,0.14634146341463414,0.34177215189873417,0.4050632911392405,0.24390243902439024
0.4435544991908921,0.555984555984556,0.8163265306122449,0.22972972972972974,0.7886178861788617,0.65838526732754,0.23076923076923078,0.4020618556701031,0.41237113402061853,0.34615384615384615
0.378867392173791,0.6180485338725985,0.8372093023255814,0.40217391304347827,0.674074074074074,0.6252049303754783,0.1590909090909091,0.38461538461538464,0.3956043956043956,0.1590909090909091
0.33268935405021516,0.6118633139909736,0.7575757575757576,0.3191489361702128,0.7007874015748031,0.5389043028318405,0.2894736842105263,0.4157303370786517,0.2808988764044944,0.21052631578947367
0.3970059584344658,0.6494252873563219,0.75,0.3563218390804598,0.6747967479674797,0.6723359327535936,0.15,0.3493975903614458,0.3253012048192771,0.225
0.3351478705267714,0.5249574588769144,0.7317073170731707,0.3372093023255814,0.6850393700787402,0.625711029271004,0.2,0.40229885057471265,0.3448275862068966,0.275
0.22934241684448917,0.4439201451905626,0.5862068965517241,0.2736842105263158,0.6935483870967742,0.684470911880764,0.21052631578947367,0.5697674418604651,0.19767441860465115,0.3157894736842105
0.4274240935097842,0.5603518821603928,0.8461538461538461,0.26595744680851063,0.773972602739726,0.6168207647132324,0.18181818181818182,0.415929203539823,0.3893805309734513,0.24242424242424243
0.34458250507080157,0.5410036719706243,0.813953488372093,0.30526315789473685,0.7318840579710145,0.5059108958286642,0.40540540540540543,0.4158415841584158,0.3465346534653465,0.21621621621621623
0.418370783239282,0.5529251700680272,0.6938775510204082,0.4266666666666667,0.6209677419354839,0.6826721537556133,0.1702127659574468,0.33766233766233766,0.44155844155844154,0.3191489361702128
0.43406322868478653,0.6020066889632107,0.8043478260869565,0.41025641025641024,0.6693548387096774,0.691823923073993,0.14634146341463414,0.3253012048192771,0.4457831325301205,0.21951219512195122
0.4855921799722149,0.6059883412824589,0.7843137254901961,0.43243243243243246,0.656,0.6858880251311305,0.20930232558139536,0.36585365853658536,0.4878048780487805,0.2558139534883721
0.3469731040802416,0.552906976744186,0.775,0.38372093023255816,0.6666666666666666,0.6198842795125146,0.21428571428571427,0.38095238095238093,0.36904761904761907,0.21428571428571427
0.4109582546460263,0.6107456140350878,0.8333333333333334,0.3684210526315789,0.6993006993006993,0.6448459488197749,0.18604651162790697,0.37,0.4,0.18604651162790697
0.39306789259442054,0.5941295546558705,0.8205128205128205,0.34210526315789475,0.7130434782608696,0.6394381670562022,0.21212121212121213,0.3902439024390244,0.3902439024390244,0.21212121212121213
0.37090741113283987,0.6001350135013502,0.75,0.36633663366336633,0.6689655172413793,0.6839921330339355,0.125,0.422680412371134,0.3402061855670103,0.22916666666666666
0.34180793639849727,0.5408701384311141,0.8918918918918919,0.3170731707317073,0.7478991596638656,0.727531146540194,0.06666666666666667,0.39325842696629215,0.3707865168539326,0.13333333333333333
0.3752397942564776,0.6384615384615384,0.7435897435897436,0.42,0.6258992805755396,0.5563039423612763,0.28846153846153844,0.4482758620689655,0.3333333333333333,0.19230769230769232
0.4659862107339427,0.6621621621621621,0.8,0.4594594594594595,0.631578947368421,0.6771020592436734,0.14285714285714285,0.3472222222222222,0.4444444444444444,0.19047619047619047
0.26242081148913177,0.5194805194805195,0.8214285714285714,0.3068181818181818,0.7241379310344828,0.7254630564433611,0.125,0.5119047619047619,0.27380952380952384,0.15625
0.3351561784692957,0.5113605987703822,0.7209302325581395,0.3448275862068966,0.676923076923077,0.6228428413910311,0.21428571428571427,0.4659090909090909,0.3522727272727273,0.2857142857142857
0.4379254650163875,0.6489547038327527,0.9024390243902439,0.39285714285714285,0.704,0.6548574471449591,0.16216216216216217,0.3522727272727273,0.42045454545454547,0.10810810810810811
0.3186956101405134,0.5938845822566753,0.7037037037037037,0.38372093023255816,0.6371681415929203,0.626579891270809,0.17073170731707318,0.5,0.2638888888888889,0.1951219512195122
