filename,risk_region,frozen_risk,comparison,prompt1,prompt2,seed1,seed2,heatmap_mae,heatmap_corr_distance,box_instability
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P10,P17,56,56,0.029926132410764694,0.18603030505212093,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P10,P18,56,56,0.015835249796509743,0.08257510418381087,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P10,P19,56,56,0.02353588305413723,0.15756603258973056,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P10,P20,56,56,0.016401901841163635,0.06557241555968674,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P11,P12,56,56,0.01584869623184204,0.13379722853507847,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P11,P13,56,56,0.012435950338840485,0.0837768792619481,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P11,P14,56,56,0.009269149973988533,0.0626612425123374,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P11,P15,56,56,0.026315251365303993,0.23482337457974534,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P11,P16,56,56,0.011230788193643093,0.047804301506158664,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P11,P17,56,56,0.031474847346544266,0.23415963762094472,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P11,P18,56,56,0.015422079712152481,0.08939063549537418,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P11,P19,56,56,0.02300158329308033,0.16022711652624066,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P11,P20,56,56,0.017479706555604935,0.08773245964985577,1.0
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P12,P13,56,56,0.010846219956874847,0.0478837162691621,0.13894324853228968
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P12,P14,56,56,0.013856972567737103,0.06734871305521761,0.1931892599869024
2338_pid-MR051461_glioma.png,MIDDLE,0.3387223861264504,language,P12,P15,56,56,0.019678236916661263,0.08838265785170396,0.3291788856304986
