prompt1,prompt2,text_cosine_similarity,text_cosine_distance,text_euclidean_normalized,heatmap_mae_mean,heatmap_corr_distance_mean,box_instability_mean,n_observations,text_distance_quartile
P09,P11,0.9124609231948853,0.08753907680511475,0.4184235632419586,0.01322972538182508,0.08702728817627269,0.3387149022924474,60,Q3
P09,P12,0.9507544040679932,0.049245595932006836,0.3138328790664673,0.010436786261076681,0.04085789340298997,0.26775892935665085,60,Q2
P09,P13,0.9350526332855225,0.06494736671447754,0.360409140586853,0.011767491597371746,0.05039474068340453,0.28266040784443375,60,Q2
P09,P14,0.9168051481246948,0.08319485187530518,0.40790876746177673,0.01249885816359887,0.06904496836510439,0.2231836567758542,60,Q3
P09,P15,0.8958208560943604,0.10417914390563965,0.45646288990974426,0.018142419176486582,0.08938729595428975,0.36515078072298723,60,Q4_farthest
P09,P16,0.9306457042694092,0.06935429573059082,0.3724360764026642,0.012989231571555087,0.07345240245778488,0.2731784474401232,60,Q3
P09,P17,0.9062442183494568,0.09375578165054321,0.43302592635154724,0.015446449086690893,0.0993069369143586,0.4147898817575077,60,Q3
P09,P18,0.965350329875946,0.034649670124053955,0.26324760913848877,0.008941205627828167,0.026081641349787757,0.23207292614078312,60,Q1_nearest
P09,P19,0.8736451864242554,0.12635481357574463,0.5027021765708923,0.017144636701171556,0.11109316726963674,0.2567053993370485,60,Q4_farthest
P09,P20,0.9546013474464417,0.04539865255355835,0.30132561922073364,0.010096341398699783,0.04130764524352681,0.24692534406874594,60,Q1_nearest
P10,P11,0.9286946058273315,0.07130539417266846,0.37763842940330505,0.01085555048193778,0.060269797195624635,0.36094897500863515,60,Q3
P10,P12,0.8978493213653564,0.10215067863464355,0.4519970118999481,0.01570693176084504,0.10877086786476653,0.426773369502355,60,Q4_farthest
P10,P13,0.9328321218490601,0.06716787815093994,0.3665187656879425,0.01257423986680801,0.05963261993918704,0.413649539910445,60,Q2
P10,P14,0.9516284465789795,0.04837155342102051,0.3110353350639343,0.008888653941297234,0.039789616251424624,0.3950995068859865,60,Q2
P10,P15,0.7795023918151855,0.22049760818481445,0.664074718952179,0.025694795977324193,0.20805711606978144,0.5641377609473054,60,Q4_farthest
