filename,risk_region,frozen_risk,prompt_id,seed_a,seed_b,box_iou,instability_1_minus_iou
464_pid-101127_meningioma.png,LOW,0.0317016557393043,P20,23,34,0.9655172413793104,0.03448275862068961
464_pid-101127_meningioma.png,LOW,0.0317016557393043,P20,23,45,1.0,0.0
464_pid-101127_meningioma.png,LOW,0.0317016557393043,P20,23,56,1.0,0.0
464_pid-101127_meningioma.png,LOW,0.0317016557393043,P20,34,45,0.9655172413793104,0.03448275862068961
464_pid-101127_meningioma.png,LOW,0.0317016557393043,P20,34,56,0.9655172413793104,0.03448275862068961
464_pid-101127_meningioma.png,LOW,0.0317016557393043,P20,45,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P01,12,23,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P01,12,34,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P01,12,45,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P01,12,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P01,23,34,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P01,23,45,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P01,23,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P01,34,45,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P01,34,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P01,45,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P02,12,23,0.9512195121951219,0.04878048780487809
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P02,12,34,0.9512195121951219,0.04878048780487809
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P02,12,45,0.7804878048780488,0.2195121951219512
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P02,12,56,0.9024390243902439,0.09756097560975607
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P02,23,34,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P02,23,45,0.8205128205128205,0.17948717948717952
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P02,23,56,0.9487179487179487,0.05128205128205132
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P02,34,45,0.8205128205128205,0.17948717948717952
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P02,34,56,0.9487179487179487,0.05128205128205132
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P02,45,56,0.8648648648648649,0.1351351351351351
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P03,12,23,0.8333333333333334,0.16666666666666663
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P03,12,34,0.8095238095238095,0.19047619047619047
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P03,12,45,0.7857142857142857,0.2142857142857143
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P03,12,56,0.8333333333333334,0.16666666666666663
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P03,23,34,0.9714285714285714,0.02857142857142858
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P03,23,45,0.9428571428571428,0.05714285714285716
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P03,23,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P03,34,45,0.9705882352941176,0.02941176470588236
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P03,34,56,0.9714285714285714,0.02857142857142858
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P03,45,56,0.9428571428571428,0.05714285714285716
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P04,12,23,0.8984375,0.1015625
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P04,12,34,0.8800521512385919,0.11994784876140807
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P04,12,45,0.9473684210526315,0.052631578947368474
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P04,12,56,0.9375,0.0625
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P04,23,34,0.9791666666666666,0.02083333333333337
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P04,23,45,0.908203125,0.091796875
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P04,23,56,0.9583333333333334,0.04166666666666663
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P04,34,45,0.9275265957446809,0.07247340425531912
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P04,34,56,0.9375,0.0625
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P04,45,56,0.9476902173913043,0.052309782608695676
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P05,12,23,0.9375,0.0625
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P05,12,34,0.9375,0.0625
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P05,12,45,0.9375,0.0625
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P05,12,56,0.9375,0.0625
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P05,23,34,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P05,23,45,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P05,23,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P05,34,45,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P05,34,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P05,45,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P06,12,23,0.8333333333333334,0.16666666666666663
