case,mean_pairwise_box_iou,risk_1_minus_mean_pairwise_iou
593,0.9159272408061241,0.08407275919387591
601,0.9013343795763241,0.09866562042367588
604,0.939493829527846,0.06050617047215401
614,0.9186176186457847,0.08138238135421527
616,0.8821958552393601,0.11780414476063994
621,0.9016627177270649,0.09833728227293514
623,0.6763424577306166,0.32365754226938337
630,0.870775994129542,0.12922400587045801
633,0.8977444564897292,0.10225554351027077
66,0.7233708861559409,0.2766291138440591
67,0.8891507270417541,0.11084927295824587
670,0.8846985899493236,0.1153014100506764
675,0.8556497549926109,0.14435024500738913
681,0.9749416523428022,0.025058347657197833
687,0.9676031384459631,0.03239686155403687
694,0.8715100089251681,0.12848999107483194
695,0.9632183908045977,0.0367816091954023
7,0.6040647960670946,0.3959352039329054
70,0.8597372276886045,0.1402627723113955
712,0.9179547969021653,0.0820452030978347
713,0.9851851851851853,0.014814814814814725
714,0.8921780592257051,0.10782194077429486
723,0.8974209840377634,0.10257901596223662
727,0.8209598620142636,0.17904013798573637
729,0.8957653964488905,0.10423460355110947
761,0.7016969818089328,0.2983030181910672
762,0.6453000346860909,0.3546999653139091
764,0.8713573511917374,0.1286426488082626
769,0.5821316187268348,0.41786838127316517
776,0.9313013060521368,0.06869869394786321
780,0.7325050982843635,0.2674949017156365
781,0.781521035897763,0.218478964102237
782,0.7985105729846687,0.20148942701533135
794,0.7708499005900317,0.22915009940996833
828,0.9632183908045977,0.0367816091954023
837,0.7778490873472571,0.2221509126527429
847,0.8091438024961167,0.19085619750388327
856,0.9062189709180657,0.09378102908193431
86,0.6594768284841703,0.34052317151582967
865,0.8493341673192469,0.15066583268075306
867,0.8743350430655421,0.1256649569344579
868,0.7450671589904262,0.2549328410095738
900,0.9090408451036471,0.09095915489635287
915,0.8244347058019205,0.17556529419807954
921,0.9586702213438464,0.041329778656153615
922,0.913148148148148,0.08685185185185196
929,0.8817427512721874,0.11825724872781262
93,0.8066337659604048,0.1933662340395952
933,0.9697491039426523,0.030250896057347654
935,0.9269714742306107,0.07302852576938934
939,0.42931635227682335,0.5706836477231767
942,0.9384568074970552,0.06154319250294482
943,0.9312114695340504,0.06878853046594957
944,0.9691919191919193,0.03080808080808073
945,1.0,0.0
954,0.9585514946108518,0.04144850538914824
956,0.9924242424242423,0.00757575757575768
958,0.9654750402576489,0.03452495974235115
960,0.9827956989247314,0.017204301075268602
963,0.6066706154009,0.39332938459910005
982,0.9175376594731435,0.08246234052685653
99,0.9554794920312163,0.04452050796878371
992,0.9309336811256429,0.0690663188743571
994,0.9430672112876114,0.056932788712388605
