n,mean_range,median_range,max_range,range_gt_001,range_gt_005,range_gt_010,range_gt_020,range_gt_030,range_gt_050,best_fixed_condition,best_fixed_mean_dice,oracle_mean_dice,oracle_advantage
600,0.13287157388618434,0.03675059774328643,0.9771276689595089,0.675,0.4483333333333333,0.33166666666666667,0.20333333333333334,0.13833333333333334,0.08,H0,0.7538302084084627,0.7928471271262357,0.03901691871777302
